801-19785,  Mellon Capital Management Corporation     ,Funds Manager, 50 Fremont Street, San Francisco, California,94105, United States,  (415) 546-6056,http://www.mcm.com,9/30/83,4/1/15,Delaware,801-19785,353,William Fouse,Board of Directors &amp; Chairman Emeritus,David Kwan,"Managing Director, Head of Fixed Income Management",Thomas Loeb,Board of Directors &amp; Chairman Emeritus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-74013,"  GJF Financial Management II, LLC     ",Funds Manager, 200 Crescent Court, Dallas, Texas,  75201-6988 , United States,  (214) 871-5151,http://www.fordfundlp.com,3/28/12,4/1/15,Delaware,801-74013,13,Corey Prestidge,Chief Compliance Officer,Gerald Ford,Elected Manager and Senior Principal,Carl Webb,Senior Principal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-58162,"  Alphabridge Capital Management, LLC     ",Funds Manager, Nine Greenwich Office Park, Greenwich, Connecticut,6831, United States,  (203) 422-6610,,11/22/00,4/1/15,Delaware,801-58162,3,Thomas Kutzen,President/Managing Member,Michael Carino,Chief Compliance Officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-77629,  Racon Capital Partners LLC     ,Funds Manager, 234 W Florida St. Suite 700, Milwaukee, Wisconsin,53204, United States,  (414) 877-1270,http://www.raconcapital.com,2/19/13,4/1/15,Wisconsin,801-77629,6,Michael Keough,Managing Member and Chief Investment Officer,Jacqueline Darr,Chief Operating Officer,Jeffrey Kallio,Managing Director and Chief Compliance Officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-16622,  Towle &amp; Co     ,Funds Manager, 1610 Des Peres Road, St Louis, Missouri,  63131-1880 , United States,  (314) 822-0204,http://www.smallcapvalue.com,12/10/81,4/1/15,Missouri,801-16622,8,Christopher Towle,President,Joseph Towle,Chief Executive Officer,Peter Lewis,Chief Compliance Officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-66261,"  Branzan Investment Advisors, Inc.     ",Funds Manager," 475 Seventeenth Street, Suite 570", Denver, Colorado,80202, United States,  (303) 292-9224,http://branzanadvisors.com/,4/21/06,4/1/15,Colorado,801-66261,6,Thomas Zanecchia,Vice President/Shareholder,John Brant,Vice President/Secretary/Shareholder,Charles Brant,Analyst/Shareholder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-70250,  Cloud Capital LLC     ,Funds Manager, 5314 South Yale, Tulsa, Oklahoma,  74135-6273 , United States,  (918) 492-1080,http://www.cloud-capital.com,6/3/09,4/1/15,Delaware,801-70250,2,Richard Cloud,"Chief Compliance Officer, Managing Member, Director",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-80482,"  Genesis Capital, LLC     ",Funds Manager, 21650 Oxnard Street, Woodland Hills, California,91367, United States,  (818) 661-1778,http://www.genesiscapital.com,11/24/14,4/1/15,Delaware,801-80482,22,Homiera Lavaedin,Chief Compliance Officer,TRIXY WEISS,"Director, President, and Chief Executive Officer",NORMA SMITH,Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-72592,  Jbglobal.com LLC     ,Funds Manager, 41 East 11th Street, New York, New York,10003, United States,  (212) 388-9873,http://www.jbglobal.com,7/22/11,4/1/15,Delaware,801-72592,2,James Berman,Managing Member &amp; Chief Compliance Officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-40063,"  Savant Investment Group, LLC     ",Funds Manager, 461 2nd Street, San Francisco, California,  94107-1498 , United States,  (415) 926-7200,http://www.savantig.com,11/26/91,4/1/15,California,801-40063,12,Scott Lummer,Chief Executive Officer and President,Lorraine Sommers,Chief Compliance Officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-65016,"  Omniquest Capital, LLC     ",Funds Manager,,,,,,,,11/17/05,4/1/15,Delaware,801-65016,1,Eloise Clark,Managing Member/Chief Compliance Officer,Richard Goldstein,Passive Owner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-69133,"  Ranger Alternative Management, L.P.     ",Funds Manager, 2828 N Harwood Street, Dallas, Texas,75201, United States,  (214) 871-5200,http://www.rangeralternatives.com,5/12/08,4/1/15,Texas,801-69133,17,Iii Thompson,Coo/Cfo,Nimrod Hacker,General Counsel,Thomas Burson,Chief Compliance Officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-71710,  RMWC     ,Funds Manager, 855 El Camino Real, Palo Alto, California,94301, United States,  (415) 738-8283,http://www.rmwc.com,7/21/10,4/1/15,Wyoming,801-71710,5,Thomas Andrews,Chief Executive Officer/President,MICHAEL RUBENSTEIN,Managing Director,NATHANAEL CLEMENSEN,Director of Finance &amp; Operations/Chief Compliance Officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-73773,"  Carousel Capital Management Company, L.P.     ",Funds Manager, 201 North Tryon Street, Charlotte, North Carolina,28202, United States,  (704) 372-2040,http://www.carouselcapital.com,3/23/12,4/1/15,Delaware,801-73773,12,Charles Grigg,"Managing Limited Partner of Carousel Capital Management Company, Lp",Nelson Schwab,"Managing Limited Partner of Carousel Capital Management Company, Lp",Jason Schmidly,"Managing Limited Partner of Carousel Capital Management Company, Lp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-73571,"  Altus Capital Partners, Inc.     ",Funds Manager, 10 Westport Road Suite C 204, Wilton, Connecticut,6897, United States,  (203) 429-2000,http://www.altuscapitalpartners.com,2/23/12,4/1/15,Delaware,801-73571,12,Russell Greenberg,Managing Partner,Gregory Greenberg,Senior Partner,Elizabeth Burgess,Senior Partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-74632,"  Marcus Partners, Inc.     ",Funds Manager, 260 Franklin Street, Boston, Massachusetts,  02110-3112 , United States,  (617) 556-5200,http://marcuspartners.com,3/29/12,4/1/15,Massachusetts,801-74632,31,Paul Marcus,President &amp; Chief Executive Officer,William McAvoy,Chief Investment Officer,Kyle O&#39;Connor,Svp-Portfolio Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-79601,"  Aquamarine Capital Management, LLC     ",Funds Manager, 1345 Avenue Of The Americas, New York, New York,10105, United States,  (212) 716-1350,http://www.aquamarinefund.com,4/21/14,4/1/15,New York,801-79601,2,Guy Spier,Chief Executive Officer; Managing Member,Orly Hindi,Chief Compliance Officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-79745,"  Stone Beach Investment Management, LLC     ",Funds Manager, 101 Merritt 7, Norwalk, Connecticut,6851, United States,  (203) 956-7620,,6/5/14,4/1/15,Delaware,801-79745,4,David Lysenko,"Managing Member, Cco",Clarice Lysenko,Member,Edward Smith,Executive Officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-69688,"  New Mountain Vantage Advisers, L.L.C.     ",Funds Manager, 787 7th Avenue, New York, New York,10019, United States,  (212) 720-0300,http://www.newmountaincapital.com,10/24/08,4/1/15,Delaware,801-69688,78,Steven Klinsky,Founder and Chief Executive Officer,Daniel Riley,Managing Director &amp; Portfolio Manager,Paula Bosco,"Managing Director, Cco &amp; Chief Regulatory Counsel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-71669,  Neuberger Berman Asia Limited     ,Funds Manager," Suites 2007-2020, 20th Floor, Jardine House", Hong Kong,   Hong Kong,, Phone: 85236648800,,http://www.nb.com,8/9/10,4/1/15,Hong Kong,801-71669,53,Heather Zuckerman,Director,Jason Henchman,Director and Chief Compliance Officer,Yulin Yao,Managing Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-66386,  Clarivest Asset Management LLC     ,Funds Manager, 3611 Valley Centre Drive, San Diego, California,92130, United States,  (858) 480-2440,http://www.clarivest.com,3/9/06,4/1/15,Delaware,801-66386,20,Stacey Nutt,"Chief Executive Officer, Chief Investment Officer, Manager",Jeff Jacobson,"Chief Financial Officer, Chief Operations Officer",Tiffany Ayres,"Chief Compliance Officer, General Counsel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-68178,"  Top Tier Capital Partners, LLC     ",Funds Manager, 600 Montgomery St., San Francisco, California,94111, United States,  (415) 835-7500,http://www.ttcp.com,8/20/07,4/1/15,Delaware,801-68178,21,David York,"Ceo, Director &amp; Member (Common Class)",J. Daniel Townsend,Executive Officer and Member (Common Class),Philip Paul,"Non-Executive Chairman, Director &amp; Member (Preferred Class)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-73963,"  Portolan Capital Management, LLC     ",Funds Manager, Two International Place, Boston, Massachusetts,2110, United States,  (617) 753-6400,http://www.portolan.com,3/30/12,4/1/15,Delaware,801-73963,11,George McCabe,"Chief Investment Officer, Managing Director, and Sole Member",Nancy Bonner,Chief Operating Officer,Christopher Nardone,Chief Compliance Officer and Chief Financial Officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-73812,  Stone Lion  Capital Partners L.P.     ,Funds Manager, 555 Fifth Ave, New York, New York,10017, United States,  (212) 843-1200,http://www.stonelionfunds.com,3/21/12,4/1/15,Delaware,801-73812,18,Gregory Hanley,Managing Member,Alan Mintz,Managing Member,Danielle Klyap,Chief Operating Officer/Chief Financial Officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-28254,  Mount Lucas Management LP     ,Funds Manager, 405 South State Street, Newtown, Pennsylvania,18940, United States,  (267) 759-3500,http://www.mtlucas.com,10/23/86,4/1/15,Delaware,801-28254,20,Roger Alcaly,Director of General Partner,Timothy Rudderow,"Chief Executive Officer, Chief Investment Officer",Paul DeRosa,Director of General Partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-66019,  Cairn Capital Limited     ,Funds Manager, 27 Knightsbridge, London,  SW1X 7LY ,, United Kingdom,4.42E+11,http://www.cairncapital.com,1/31/06,4/1/15,United Kingdom,801-66019,62,James Starky,Chief Legal Officer,Paul Campbell,Chief Executive Officer and Director,David Littlewood,Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-18407,  Schafer Cullen Capital Management Inc     ,Funds Manager, 645 5th Ave., New York, New York,10022, United States,  (212) 644-1800,http://www.schafer-cullen.com,1/31/83,4/1/15,New York,801-18407,46,James Cullen,Chief Executive Officer,Steven Mullooly,Chief Compliance Officer,Jeffrey Battaglia,Chief Operating Officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-67699,"  Capstone Investment Financial Group, LLC     ",Funds Manager, 6143 South Willow Dr, Greenwood Village, Colorado,80111, United States,  (877) 491-7514,http://www.dunnwarren.com,4/17/07,4/1/15,Colorado,801-67699,3,James Cornehlsen,Managing Director,Ann Zemann,Chief Compliance Officer,Elizabeth Cornehlsen,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-73948,  Constellation Capital Management LLC     ,Funds Manager, 70 E 55th Street, New York, New York,  10022-3384 , United States,  (212) 421-3700,http://www.constellationcapital.com,3/30/12,4/1/15,Delaware,801-73948,8,Shahriar Shahida,Managing Member,Varun Gosain,Managing Member,Prabir Datta,Chief Operating Officer / Chief Compliance Officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-76447,"  CAI Managers &amp; Co., L.P.     ",Funds Manager, 70 East 55th Street, New York, New York,10022, United States,  (212) 319-2525,http://www.caifunds.com,5/1/12,4/1/15,Delaware,801-76447,9,Peter Restler,Senior Managing Partner and Limited Partner,Craig Skolnick,"Cfo, Cco and Limited Partner",Tracey McVicar,Managing Partner - Limited Partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-78669,  Topspin Management Company LLC     ,Funds Manager, 3 Expressway Plaza, Roslyn Heights, New York,11577, United States,  (516) 625-9400,,10/17/13,4/1/15,Delaware,801-78669,3,Leo Guthart,Managing Member,Steven Winick,"Managing Member, Chief Compliance Officer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-54532,"  Altair Management Partners, Inc.     ",Funds Manager, 3500 Brooktree Road, Wexford, Pennsylvania,15090, United States,  (724) 935-2720,http://www.altairmp.com,5/30/97,4/1/15,Pennsylvania,801-54532,5,Larry Letterio,President,Brendan Kenny,"Principal, Chief Compliance Officer",Michael Schneck,Partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-76889,"  The Leo Group, LLC     ",Funds Manager, One Main Street, Chatham, New Jersey,7928, United States,  (973) 665-7003,http://www.leogroupllc.com,8/2/12,4/1/15,New Jersey,801-76889,22,Matthew Allain,Ceo/Managing Member,Peter Marquardt,Chief Compliance Officer/Member,Jon Rustin,Chief Financial Officer/Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-68211,"  Fairway  Sports Management, LLC     ",Funds Manager, 6060 Parkland Blvd Ste 100, Cleveland, Ohio,44124, United States,  (216) 916-8420,https://www.fsmcap.com,7/30/07,4/1/15,Ohio,801-68211,17,David Lightner,Member,Terrence Fergus,Member,Fred Disanto,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-73993,"  Clearlake Capital Group, L.P.     ",Funds Manager, 233 Wilshire Blvd, Santa Monica, California,90401, United States,  (310) 400-8800,http://www.clearlakecapital.com,3/30/12,4/1/15,Delaware,801-73993,19,Pedro Urrutia,Chief Financial Officer,JOSE FELICIANO,Principal,Behdad Eghbali,Principal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-88219,"  Longwood Capital Partners, LLC     ",Funds Manager, 3200 Alpine Road, Portola Valley, California,94028, United States,  (650) 529-8000,,4/14/15,4/1/15,Delaware,801-88219,4,Richard Lin,Managing Member,Manfred Yu,Chief Compliance Officer and Chief Operating Officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-73037,"  Rreic Advisors, LLC     ",Funds Manager, 6 E Germantown Pike, Plymouth Meeting, Pennsylvania,19462, United States,  (610) 832-1197,http://www.rreicllc.com,1/31/12,4/1/15,Pennsylvania,801-73037,6,Thomas Leonard,Owner,Paul Gilbert,Managing Director,Michael Flynn,Chief Financial Officer &amp; Chief Compliance Officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-77464,  MMF Capital Management V LLC     ,Funds Manager, 55 West Monroe Street, Chicago, Illinois,60603, United States,  (312) 291-7300,http://www.mmfcapital.com,1/2/13,4/1/15,Delaware,801-77464,9,David Gezon,Senior Managing Director,C. Foster,Senior Managing Director,Paul Kreie,"Senior Managing Director, Chief Compliance Officer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-77988,"  Harvest Funds Management, LLC     ",Funds Manager, 18 Sewall Street, Marblehead, Massachusetts,1945, United States,  (781) 639-2750,http://www.harvestfund.com,4/25/13,4/1/15,Delaware,801-77988,4,Eli Kent,Managing Member,William Moody,Managing Member,Joan Asher,Chief Compliance Officer/Chief Operating Officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-78265,  Birch Grove Capital LP     ,Funds Manager, 660 Madison Avenue, New York, New York,10065, United States,  (212) 753-7510,http://www.birchgrovecap.com,7/3/13,4/1/15,Delaware,801-78265,17,Andrew Fink,President and Chief Compliance Officer,Jonathan Berger,Chief Investment Officer,Rodd Evonsky,Chief Financial Officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-73544,  Element Capital Management LLC     ,Funds Manager, 600 Lexington Avenue, New York, New York,10022, United States,  (212) 993-7000,http://www.elementcapital.com,3/15/12,4/1/15,Delaware,801-73544,39,Jeffrey Talpins,Chief Investment Officer &amp; Managing Member,Richard Walz,General Counsel &amp; Chief Compliance Officer,Jason Stipanov,Chief Risk Officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-47993,"  300 North Capital, LLC     ",Funds Manager, 300 North Lake Ave., Pasadena, California,91101, United States,  (626) 449-8500,http://www.300northcapital.com,12/9/94,4/1/15,Delaware,801-47993,12,Richard Campagna,"Managing Director, Chairman of the Board, Ceo &amp; Cio",James Landreth,Managing Director,Erin Chetwood,"Svp, Chief Compliance Officer and Chief Operating Officer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-73316,"  Reservoir Operations, L.P.     ",Funds Manager, 767 Fifth Avenue, New York, New York,10153, United States,  (212) 610-9000,http://reservoircap.com/,3/14/12,4/1/15,Delaware,801-73316,44,Daniel Stern,Co-Ceo,Craig Huff,Co-Ceo,Gregg Zeitlin,Senior Managing Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-42114,  Newton Capital Management Ltd     ,Funds Manager, 160 Queen Victoria Street, London,  EC4V 4LA ,, United Kingdom,2071639000,http://www.newton.co.uk,8/27/92,4/1/15,United Kingdom,801-42114,96,Helena Morrissey,Chief Executive Officer and Director,Jeff Munroe,Director,Andrew Downs,Chief Operating Officer and Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-31852,  Ashmore Equities Investment Management (US) LLC     ,Funds Manager, 1001 19th St North, Arlington, Virginia,22209, United States,  (703) 243-8800,http://www.ashmoregroup.com,4/18/88,4/1/15,Virginia,801-31852,43,Felicia Morrow,"Chief Executive Officer, Chief Investment Officer and Director",Brian Walker,General Counsel and Chief Compliance Officer,George Grunebaum,Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-33358,"  Northern Trust Investments, Incorporated     ",Funds Manager, 50 S Lasalle Street, Chicago, Illinois,  60603-1008 , United States,  (312) 630-6000,https://www.northerntrust.com,11/25/88,4/1/15,Illinois,801-33358,540,Lloyd Wennlund,Executive Vice President/Director,Stephen Potter,Chairman/President &amp; Chief Executive Officer / Director,Robert Browne,Executive Vice President / Chief Investment Officer / Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-63317,"  Papamarkou Wellner Asset Management, Inc.     ",Funds Manager, 399 Park Avenue, New York, New York,10022, United States,  (212) 223-2020,http://www.papamarkou.com,7/21/04,4/1/15,New York,801-63317,9,Karl Wellner,"Chairman, Ceo,  Chief Compliance Officer",Thorne Perkin,President,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-78106,  Resource Capital Investment Corporation     ,Funds Manager, 1910 Palomar Point Way, Carlsbad, California,92008, United States,  (800) 611-0827,http://www.resourcecapital.net/,6/4/13,4/1/15,Nevada,801-78106,3,Arthur Rule,President and Director,Thomas Ulrich,Chief Compliance Officer and In-House Counsel,Gretchen Carter,Chief Financial Officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-79779,  Thayer GP VI LLC     ,Funds Manager, 1997 Annapolis Exchange Pkwy, Annapolis, Maryland,21401, United States,  (410) 268-0515,http://www.thayerlodging.com,6/25/14,4/1/15,Delaware,801-79779,27,Frederic Malek,"Owner, Member of Investment Committee",Leland Pillsbury,"Owner, Member of Investment Committeee",Bruce Wiles,"President, Owner, Member of Investment Committee",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-73132,  Axonic Capital LLC     ,Funds Manager, 390 Park Avenue, New York, New York,10022, United States,  (212) 259-0430,http://www.axoniccap.com,2/6/12,4/1/15,Delaware,801-73132,34,Clayton DeGiacinto,Managing Principal and Cio,Labib Mahfouz,President and Chief Operating Officer,Jess Saypoff,Chief Compliance Officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-67457,"  Trinity Fiduciary Partners, LLC     ",Funds Manager, 106 Decker Court, Irving, Texas,75062, United States,  (877) 334-1283,http://www.trinityfiduciary.com,1/5/07,4/1/15,Texas,801-67457,5,Samuel Saladino,Ceo and Managing Member,Columba Reid,Elected Manager,Leslie Heidt,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-73714,  American Securities LLC     ,Funds Manager, 299 Park Avenue, New York, New York,10171, United States,  (212) 476-8000,http://www.american-securities.com,3/30/12,4/1/15,New York,801-73714,79,Michael Fisch,Ceo,Joseph Domonkos,Cfo,David Maue,Cao/Cco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-57345,"  Matrix Wealth Advisors, Inc     ",Funds Manager, 831 East Morehead Street, Charlotte, North Carolina,  28202-2731 , United States,  (704) 358-3322,http://novantphysician.com,3/10/00,4/1/15,North Carolina,801-57345,7,Giles Almond,"President, Chief Compliance Officer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-60893,  Braddock Financial Corp.     ,Funds Manager, 1200 17th Street, Denver, Colorado,80202, United States,  (303) 308-6400,http://www.braddockfinancial.com,2/1/02,4/1/15,Delaware,801-60893,13,Harvey Allon,Chief Executive Officer &amp; President &amp; Chief Investment Officer,Thomas Plisko,Chief Financial Officer &amp; Chief Operations Officer &amp; Corporate Secretary,David Allon,Senior Vice President,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-74419,  Federal Way Asset Management LP     ,Funds Manager," Suite 201, 840 South 333RD Street", Federal Way, Washington,98003, United States,  (253) 236-3535,http://www.fwamlp.com,3/26/12,4/1/15,Delaware,801-74419,14,Linda Colwell,General Counsel and Chief Compliance Officer,Salim Shariff,Chief Investment Officer,Todd Keeney,Chief Financial Officer and Chief Operating Officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-77057,"  Engaged Capital, LLC     ",Funds Manager, 610 Newport Center Drive, Newport Beach, California,92660, United States,  (949) 734-7900,http://www.engagedcapital.com,9/25/12,4/1/15,Delaware,801-77057,9,Glenn Welling,Chief Investment Officer,Christopher Hetrick,"Member, Director - Research",Brendan Springstubb,"Member, Senior Analyst",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-73827,"  Praesidian Capital Management II, LLC     ",Funds Manager, 419 Park Avenue South, New York, New York,10016, United States,  (212) 520-2600,http://www.praesidian.com,3/13/12,4/1/15,Delaware,801-73827,7,Jason Drattell,Member,Jon Mansfield,Chief Compliance Officer,Glenn Harrison,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-74229,  Spire Capital Management LLC     ,Funds Manager," 1500 Broadway, Suite 1811", New York, New York,10036, United States,  (212) 218-5454,http://www.spirecapital.com,3/29/12,4/1/15,Delaware,801-74229,15,BRUCE HERNANDEZ,Managing Member,DONALD STEWART,Chief Compliance Officer,Richard Patterson,Managing Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-76908,"  Stufund Advisors, LLC     ",Funds Manager, 110 Allen Road, Basking Ridge, New Jersey,7920, United States,  (908) 542-1115,http://sfadvisorsllc.com/,7/26/12,4/1/15,Delaware,801-76908,5,Sergio Sotolongo,Chief Executive Officer,Anthony Pascazio,Member,Peter Eppie,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-79919,"  Bowie Capital Management, LLC     ",Funds Manager, 740 E. Campbell Rd., Richardson, Texas,75081, United States,  (214) 996-0971,,6/19/14,4/1/15,Texas,801-79919,4,Cory Whitaker,Manager,Maegan Anders,"Chief Financial Officer, Chief Compliance Officer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-80118,  Trafalgar Capital Advisors Inc.     ,Funds Manager, 19950 W Country Club Dr, Aventura, Florida,33180, United States,  (786) 323-1650,http://www.tcaglobalfund.com/,8/13/14,4/1/15,Florida,801-80118,21,Robert Press,Director,Donna Silverman,Managing Director/Portfolio Manager/Chief Compliance Officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
