'(ID)','Company Name','Type','Address','City','State','ZIP','Country','Phone','Website','Inception Date','Jurisdiction','SEC Number','Employees (from Statements->Employees," most recent)'	",'Contact Name 1',Contact Title 1',Contact Name 2',Contact Title 2',Contact Name 3',Contact Title 3'
801-70457,"  Advisorshares Investments, LLC     ",Funds Manager, 4800 Montgomery Lane, Bethesda, Maryland,20814, United States,  (888) 843-3831,http://www.advisorshares.com,8/4/09,3/23/15,Delaware,801-70457,21,Noah Hamman,Chief Executive Officer,Daniel Ahrens,Managing Director,James Carl,Managing Director
801-69479,"  Summit Asset Strategies Wealth Management, LLC     ",Funds Manager, 10655 NE 4th Street Ste 500, Bellevue, Washington,98004, United States,  (425) 646-7101,http://www.summitassetstrategies.com,8/14/08,3/23/15,Washington,801-69479,1,Christopher Yoo,Manager &amp; Chief Compliance Officer,,,,
801-41357,  Gardner Russo &amp; Gardner LLC     ,Funds Manager, 223 East Chestnut Street, Lancaster, Pennsylvania,17602, United States,  (717) 299-1385,#,4/1/92,3/23/15,Pennsylvania,801-41357,38,Eugene Gardner,Member/Managing Director Emeritus,Thomas Russo,Managing Member,Anne Gardner,Chief Compliance Officer/Chief Administrative Officer
801-67745,"  Private Wealth Group, LLC     ",Funds Manager, 400 North Ashley Drive, Tampa, Florida,33602, United States,  (813) 226-1900,http://www.privatewealthgroup.com,4/19/07,3/23/15,Delaware,801-67745,4,Stephen Segundo,Managing Member/Chief Compliance Officer,William Coverley,Member,Michael Anderson,Member
801-69215,"  Cedar Hill Associates, LLC     ",Funds Manager, 120 South Lasalle Street, Chicago, Illinois,  60603-3447 , United States,  (312) 445-2900,http://www.cedhill.com,4/18/08,3/23/15,Delaware,801-69215,9,Joel Jastromb,Chairman/Manager,Alan Cole,President/Manager,Christopher Engelman,Executive Vice President/Manager
801-80552,  Swan Global Management LLC     ,Funds Manager, 7 Ridgetop, Palmas Del Mar,791,, Puerto Rico,  (787) 754-3999,http://www.swanwealthadvisors.com,11/17/14,3/23/15,Puerto Rico,801-80552,3,Randall Swan,"Ceo, Managing Member",James Engelken,Cco,Laura Swan,Member
801-54791,  Capital Mortgage Management Inc     ,Funds Manager, 218 Henry Ave, Manchester, Missouri,63011, United States,  (636) 207-0160,http://www.proloan.com,9/3/97,3/23/15,Delaware,801-54791,3,John Stewart,President,Michael Stewart,Chief Compliance Officer,,
801-72623,  Longboard Asset Management LLC     ,Funds Manager, 2355 East Camelback Road, Phoenix, Arizona,85016, United States,  (602) 910-6954,http://www.longboardmutualfunds.com,7/28/11,3/23/15,Delaware,801-72623,25,COLE WILCOX,"Chief Executive Officer, Partner",ERIC CRITTENDEN,"Chief Investment Officer, Partner",Paul Boardman,"Voting Member, Partner"
801-60938,  Millburn Ridgefield Corporation     ,Funds Manager, 411 West Putnam Avenue, Greenwich, Connecticut,6830, United States,  (203) 625-7554,http://www.millburncorp.com,3/8/02,3/23/15,Delaware,801-60938,15,Harvey Beker,Co-Ceo and Co-Chairman,George Crapple,Co-Ceo and Co-Chairman,Barry Goodman,"Executive Vice President, Trading"
801-70216,  Generation Capital Management LLC     ,Funds Manager," 400 Andrew Street, Suite 220", Rochester, New York,14604, United States,  (585) 232-8560,http://www.gencapmgmt.com,6/5/09,3/23/15,New York,801-70216,2,Scott Nasca,President-Chief Compliance Officer,Rebecca Westervelt,Vice President,Ron Geffner,Member
801-56576,  Russell Capital Inc.     ,Funds Manager," 1301 Second Avenue, 18th Floor", Seattle, Washington,98101, United States,  (206) 505-7877,http://www.russell.com/,6/8/99,3/23/15,Washington,801-56576,41,H. Leverett,Director,Kenneth Willman,Secretary and Chief Legal Officer,Matthew Moss,Chief Financial Officer
801-71574,"  Institutional Investor Advisers, Inc.     ",Funds Manager, 1400 Center Road, Venice, Florida,34292, United States,  (941) 493-3600,#,9/7/10,3/23/15,Florida,801-71574,3,H. Thacker,Director,Roland Caldwell,President/Director,Marc Hanson,Chief Compliance Officer
801-74220,"  Riordan, Lewis &amp; Haden, Inc     ",Funds Manager, 10900 Wilshire Blvd., Los Angeles, California,90024, United States,  (310) 405-7200,http://www.rlhequity.com/,3/26/12,3/23/15,California,801-74220,9,J. Lewis,Managing Director,Murray Rudin,Managing Director,Michel Glouchevitch,Managing Director
801-72539,  Long Wharf Real Estate Partners LLC     ,Funds Manager," One Federal Street, 26th Floor", Boston, Massachusetts,  02110-2009 , United States,  (617) 250-7260,http://www.lwrep.com/,6/30/11,3/23/15,Delaware,801-72539,21,John Barrie,Chief Compliance Officer,Jeffrey Gandel,Manager and Managing Director,Michael Elizondo,"Manager, Managing Director and Chief Executive Officer"
801-74066,"  Fulham &amp; Co, Inc.     ",Funds Manager, 593 Washington Street, Wellesley, Massachusetts,2482, United States,  (781) 235-2266,http://www.fulhamco.com,3/30/12,3/23/15,Massachusetts,801-74066,6,Timothy Fulham,Chief Compliance Officer and Director,John Fulham,Director,Susan Sullivan,Chief Financial Officer
801-73190,"  Crestwood Capital Management, L.P.     ",Funds Manager," 599 Lexington Avenue, 39 Th Floor", New York, New York,10022, United States,  (212) 612-3040,http://www.crestwoodcap.com,2/22/12,3/23/15,Delaware,801-73190,15,Michael Kuchler,Chief Operating Officer / Chief Compliance Officer,Michael Weisberg,Senior Managing Director,,
801-63742,"  Pergamon Offshore Advisors, L.P.     ",Funds Manager, 590 Madison Avenue, New York, New York,10022, United States,  (212) 838-7000,#,1/3/05,3/23/15,Delaware,801-63742,12,Robert Rosenkranz,Chief Executive Officer/Limited Partner,Gary Sabot,Chief Investment Officer/Limited Partner,Catherine Fleming,Chief Operating Officer and Chief Compliance Officer
801-73880,"  Metacapital Management, L.P.     ",Funds Manager, 152 W 57th St, New York, New York,10019, United States,  (212) 300-0500,#,3/30/12,3/23/15,Delaware,801-73880,16,Deepak Narula,Managing Partner,David Sherman,Head of Operations,Daniel Caffarelli,Chief Compliance Officer
801-45435,  TT International     ,Funds Manager," Moor House, Level 13", London,  EC2Y 5ET ,, United Kingdom,  020 7509 1000,http://www.ttint.com,12/20/93,3/23/15,United Kingdom,801-45435,105,Timothy Tacchi,"Senior General Partner, Chief Executive Officer",David Burnett,General Partner,Dean Smith,General Partner
801-67509,  Blackstone Real Estate Advisors L.P.     ,Funds Manager, 345 Park Avenue, New York, New York,10154, United States,  (212) 583-5000,http://www.blackstone.com,1/24/07,3/23/15,Delaware,801-67509,245,Jonathan Gray,Global Head of Real Estate,Judy Turchin,General Counsel and Chief Compliance Officer of Registrant and Relying Adviser,Kathleen McCarthy-Baldwin,Global Real Estate Chief Operating Officer
801-74530,  American Money Management Corporation (&quot;Ammc&quot;)     ,Funds Manager," 301 East Fourth Street, 27th Floor", Cincinnati, Ohio,45202, United States,  (513) 579-2121,#,3/14/12,3/23/15,Ohio,801-74530,24,John Berding,President,Kenneth Bushman,Vice President,Thomas Dattilo,Senior Vice President
801-57156,"  Akre Capital Management, LLC     ",Funds Manager, 2 West Marshall Street, Middleburg, Virginia,20117, United States,  (540) 687-3880,http://www.akrecapital.com,1/12/00,3/23/15,Delaware,801-57156,13,Charles Akre,Managing Member,George McLamb,Chief Compliance Officer,Thomas Saberhagen,Member
801-74306,  RMBS Management LLC     ,Funds Manager, 45 W 34th St, New York, New York,10001, United States,  (646) 517-6700,http://www.rmbsm.com,3/30/12,3/23/15,Delaware,801-74306,5,Brian Brennan,Member,Timothy Carr,"Member, Chief Compliance Officer",Daniel Garcia,Member
801-73269,"  Dominus Capital Management, L.P.     ",Funds Manager, 135 West 50th Street, New York, New York,10020, United States,  (212) 784-5440,http://www.dominuscap.com,2/22/12,3/23/15,Delaware,801-73269,7,Gary Binning,Chief Executive Officer and Partner,Robert Haswell,Partner,Ashish Rughwani,Partner
801-78909,  Terracap Management LLC     ,Funds Manager, 23421 Walden Center Drive, Bonita Springs, Florida,34134, United States,  (239) 540-2002,http://www.terracapmgmt.com,4/2/14,3/23/15,Florida,801-78909,15,Robert Gray,Managing Principal,Walter Hagenbuckle,Managing Principal,Michael Davis,Managing Director
801-79899,  Guard Capital Management Limited     ,Funds Manager, 3202-04 Icbc Tower, Central,   Hong Kong,, Phone: 3698 9212,,#,6/19/14,3/23/15,Hong Kong,801-79899,9,Leland Lim,Chief Investment Officer / Shareholder,Allan Bedwick,Chief Compliance Officer / Chief Operating Officer,,
801-76631,"  Summit Global Investments, LLC     ",Funds Manager, 620 South Main Street, Bountiful, Utah,84010, United States,  (888) 251-4847,http://www.summitglobalinvestments.com,5/10/12,3/23/15,Utah,801-76631,8,BRYCE SUTTON,Chief Compliance Officer; Owner,Lauritz Christensen,Member,,
,  Geier Asset Management Inc     ,Funds Manager, 2205 Warwick Way, Marriottsville, Maryland,21104, United States,  (410) 997-8000,http://www.geierfinancial.com,,,,,9,,,,,,
801-52511,  MG Financial LLC     ,Funds Manager, 30 Braintree Hill Office Park, Braintree, Massachusetts,2184, United States,  (781) 848-1163,http://www.mgfinancial.com,7/26/96,3/23/15,Massachusetts,801-52511,5,Mary Gilligan,Principal and  Chief Compliance Officer,,,,
801-65641,  Linden Advisors LP     ,Funds Manager, 590 Madison Avenue, New York, New York,10022, United States,  (646) 840-3500,#,1/26/06,3/23/15,Delaware,801-65641,29,Siu Min Wong,"Chief Executive Officer, Limited Partner",Craig Jarvis,Chief Financial Officer and Chief Compliance Officer,Saul Ahn,Chief Legal Officer
801-74185,  Bronson Point Management LLC     ,Funds Manager, 1960 Bronson Road, Fairfield, Connecticut,  06824-2838 , United States,  (203) 292-2800,http://www.bronsonpoint.com/,3/26/12,3/23/15,Delaware,801-74185,22,Lawrence Foley,Managing Member,Jonathan Marcus,Member,Andrew Strober,"Member, Chief Operating Officer, Chief Financial Officer, Chief Compliance Officer"
801-76701,"  Swan Capital Management, LLC     ",Funds Manager," 277 E Third Ave, A", Durango, Colorado,81301, United States,  (970) 382-8901,http://www.swanwealthadvisors.com,5/25/12,3/23/15,Colorado,801-76701,8,Randall Swan,President/Chief Executive Officer,James Engelken,Chief Compliance Officer/Investment Mgr,,
801-77247,  Karya Capital Management LP     ,Funds Manager, 1330 Avenue Of The Americas, New York, New York,10019, United States,  (212) 201-1970,#,10/16/12,3/23/15,Delaware,801-77247,15,Kenneth Kolber,Chief Financial Officer,Rajiv Sobti,Managing Partner,Laura Pentimone,Chief Compliance Officer
801-78219,  Princeton Alpha Management LP     ,Funds Manager, 61 Princeton Hightstown Rd., Princeton Junction, New Jersey,8550, United States,  (609) 269-9200,http://www.princeton-alpha.com,6/19/13,3/23/15,Delaware,801-78219,14,John McKenzie,Chief Operating Officer/Chief Compliance Officer,Christopher Fernandes,Cto,Shakil Ahmed,Chief Executive Officer/Chief Investment Officer/Limited Partner
801-73168,"  Artorius Management, LLC     ",Funds Manager, 750 Third Avenue, New York, New York,10017, United States,  (212) 547-9510,#,2/10/12,3/23/15,Delaware,801-73168,8,Richard Furlaud,Principal,Matthew Harad,Principal,Michael Sullivan,Chief Compliance Officer and Chief Financial Officer
801-71807,"  The Fisher Group, LLC     ",Funds Manager, Two Towne Square, Southfield, Michigan,48076, United States,  (248) 415-4000,#,9/16/10,3/23/15,Delaware,801-71807,13,Jane Sherman,Board of Managers,Peter Cummings,Board of Managers,Ira Jaffe,Chief Executive Officer / Board of Managers
801-70835,  Seer Capital Management LP     ,Funds Manager, 1177 Sixth Avenue, New York, New York,  10036-2714 , United States,  (212) 850-9000,http://www.seercap.com,11/30/09,3/23/15,Delaware,801-70835,43,Philip Weingord,Chief Executive Officer &amp; Co-Chief Investment Officer of Seer Capital Management Lp,Richard Dalbert,Co-Chief Investment Officer of Seer Capital Management Lp,Michael Lamont,Principal of Seer Capital Management Lp
801-78733,"  Merganser Capital Management, LLC     ",Funds Manager, 99 High Street, Boston, Massachusetts,  02110-2320 , United States,  (617) 494-1000,http://www.merganser.com,10/18/13,3/23/15,Delaware,801-78733,28,Paul Salem,Director,Andrew Smock,"President, Co-Chief Investment Officer, Director",Jeffrey Addis,"Chief Compliance Officer, Chief Operating Officer and Executive Vice President"
801-15418,  Baldwin Brothers Inc     ,Funds Manager, 204 Spring Street, Marion, Massachusetts,2738, United States,  (508) 748-0800,http://www.baldwinbrothersinc.com,7/1/80,3/23/15,Delaware,801-15418,23,Michael Baldwin,Director/President,David Barrett,Vice President/Secretary,Taylor Baldwin,Executive Vice President and Chief Compliance Officer
801-62731,"  Advisors Asset Management, Inc.     ",Funds Manager, 18925 Base Camp Road, Monument, Colorado,80132, United States,  (719) 488-9956,http://www.aamlive.com,2/6/04,3/23/15,Delaware,801-62731,243,Scott Colyer,Chief Executive Officer/Director,Lisa Colyer,Exec. Vp/Director,Randall Pegg,Exec. Vp/Director
801-17534,  Richmond Capital Management Inc     ,Funds Manager, 10800 Midlothian Turnpike Ste 217, Richmond, Virginia,23235, United States,  (804) 379-8280,https://www.richmondcap.com,9/2/82,3/23/15,Virginia,801-17534,16,William Schultz,Managing Director,Mark Walker,Managing Director,Howard Bos,President
801-79507,"  Whetstone Capital Advisors, LLC     ",Funds Manager," 2001 Shawnee Mission Parkway,", Shawnee Mission, Kansas,66205, United States,  (913) 951-2700,http://whetstone-capital.com,4/11/14,3/23/15,Kansas,801-79507,6,David Atterbury,President/Member,Thomas McGannon,Partner / Chief Operating Officer,Sarah Collins,Chief Compliance Officer / Controller
801-55482,"  Cobblestone Capital Advisors, LLC     ",Funds Manager, 140 Allens Creek Rd, Rochester, New York,  14618-3307 , United States,  (585) 473-3333,http://www.cobblestonecap.com,5/8/98,3/23/15,New York,801-55482,34,Thomas Bartlett,Member/Chief Compliance Officer,Peter Greaves-Tunnell,Member,John DiPasquale,Managing Member
801-29362,"  Fisher Asset Management, LLC     ",Funds Manager, 5525 NW Fisher Creek Drive, Camas, Washington,  98607-9911 , United States,  (800) 851-8845,http://www.fisherinvestments.com,3/26/87,3/23/15,Delaware,801-29362,1085,Kenneth Fisher,"Ceo, Chairman Board of Managers, Co-Cio, Investment Policy Committee",Jeffery Silk,"Vice Chairman, Vice Chairman Board of Managers, Co-Cio, Investment Policy Committee",Steven Triplett,"Chief Operating Officer, Board of Managers"
801-62398,"  Golub Group, LLC     ",Funds Manager, 1850 Gateway Drive, San Mateo, California,  94404-4060 , United States,  (650) 212-2240,http://www.golubgroup.com,9/26/03,3/23/15,California,801-62398,22,Colin Higgins,"President, Coo",Gregory Golub,Board Member,Joseph Martin,"Director, Private Client Group"
801-60203,  Bank of Hawaii     ,Funds Manager," 130 Merchant Street, Suite 370", Honolulu, Hawaii,  96813-4405 , United States,  (808) 694-4758,#,4/20/01,3/23/15,Hawaii,801-60203,25,Donald Charles,"Chief Compliance Officer, Svp",Stephen Rodgers,"Chief Investment Officer &amp; Manager, Evp",,
801-72796,  Paloma Partners Management Company     ,Funds Manager, 2 American Lane, Greenwich, Connecticut,68362571, United States,  (203) 862-8000,https://www.paloma.com,10/17/11,3/23/15,Delaware,801-72796,66,Heather Garson,"Managing Director, Chief Compliance Officer",S. Sussman,"Director, Paloma Partners Management Company",Greg Hayt,"Director, President, Chief Risk Officer"
801-70271,"  Hollander Asset Management, LLC     ",Funds Manager, 175 SW 7th Street, Miami, Florida,33130, United States,  (305) 579-9255,#,6/23/09,3/23/15,Florida,801-70271,4,Carlos Hollander,Managing Member,Vinicius Ribeiro,Chief Compliance Officer,,
801-73782,"  Peninsula Capital Partners, L.L.C.     ",Funds Manager," One Detroit Center, 500 Woodward Avenue", Detroit, Michigan,48226, United States,  (313) 237-5100,http://www.peninsulafunds.com,3/30/12,3/23/15,Michigan,801-73782,13,William McKinley,Executive Vice President,Dennis Murphy,Chief Compliance Officer,Scott Reilly,President and Chief Investment Officer
801-67622,"  Pennantpark Investment Advisers, LLC     ",Funds Manager, 590 Madison Avenue, New York, New York,10022, United States,  (212) 905-1000,#,3/13/07,3/23/15,Delaware,801-67622,17,Arthur Penn,Managing Member,Guy Talarico,Chief Compliance Officer,,
801-79189,  Chamonix Partners Capital Management LLC     ,Funds Manager," 1251 Avenue Of The Americas, 3rd Fl", New York, New York,10020, United States,  (212) 641-8750,http://www.chamonixpartners.com/,2/25/14,3/23/15,Delaware,801-79189,4,Thierry de Cordova,Chief Compliance Officer,JEAN CHEVAL,Manager,STEPHANE ABOUT,Manager
801-79689,"  ATR Advisors, LLC     ",Funds Manager, 2452 Black Rock Tpke Ste #10, Fairfield, Connecticut,6825, United States,  (203) 540-5133,#,6/3/14,3/23/15,Connecticut,801-79689,3,Shawn Blau,Chief Compliance Officer and Managing Member,,,,
801-65354,"  Latigo Partners, L.P.     ",Funds Manager," 450 Park Avenue,", New York, New York,10022, United States,  (212) 754-1610,http://www.latigopartners.com/,1/26/06,3/23/15,Delaware,801-65354,10,David Sabath,"Principal, Limited Partner",David Ford,"Principal, Limited Partner",Heather Campbell,Chief Financial Officer
801-54782,  Spirit of America Management Corp     ,Funds Manager, 477 Jericho Turnpike, Syosset, New York,  11791-9006 , United States,  (516) 390-5571,#,8/6/97,3/23/15,New York,801-54782,9,David Lerner,President;director,Alan Chodosh,Treasurer,Joseph Pickard,Chief Compliance Officer
801-77359,"  Giralda Advisors, LLC     ",Funds Manager, One Giralda Farms, Madison, New Jersey,7940, United States,  (973) 984-3352,http://www.thegiraldafund.com,11/16/12,3/23/15,Delaware,801-77359,4,Jerry Miccolis,President/Chief Investment Officer,Gladys Chow,Vice President,Martin Bicknell,Chairman
801-17141,  Russell Investment Management Company     ,Funds Manager," 1301 Second Avenue, 18th Floor", Seattle, Washington,98101, United States,  (206) 505-7877,http://www.russell.com/,5/21/82,3/23/15,Washington,801-17141,253,Mark Swanson,Director,Kenneth Willman,Director and Chief Legal Officer,Ronald Bundy,Director
801-60335,  Russell Implementation Services Inc.     ,Funds Manager," 1301 Second Avenue, 18th Foor", Seattle, Washington,98101, United States,  (206) 505-7877,http://www.russell.com/,6/13/01,3/23/15,Washington,801-60335,150,Kristin Gaerttner,Chief Compliance Officer,Kenneth Willman,Secretary and Chief Legal Officer,Matthew Moss,Director and Chief Financial Officer
801-77679,"  Harbour Capital Advisors, LLC     ",Funds Manager," 7601 Lewinsville Road, Suite 206", Mclean, Virginia,22102, United States,  (703) 992-6164,http://www.harbourcapitaladvisors.com,3/1/13,3/21/15,Delaware,801-77679,6,Elizabeth Duff,Member,Hunter Payne,Managing Member,Thomas Kim,Member
801-79323,"  Paskewitz Asset Management, LLC     ",Funds Manager, 644 Fernandez Juncos Avenue, San Juan,902,, Puerto Rico,  (732) 393-1600,http://www.pamhf.com,3/11/14,3/20/15,Delaware,801-79323,1,Bradford Paskewitz,"President/Ceo, Managing Member",Diana King,"Cfo, Cco",,
801-72322,"  Capital Innovations, LLC     ",Funds Manager," 325 Forest Grove Drive, Suite 100", Pewaukee, Wisconsin,53072, United States,  (262) 746-3100,http://www.capinnovations.com,4/25/11,3/20/15,Delaware,801-72322,6,Susan Dambekaln,"Managing Partner, Cco",Michael Underhill,Chief Executive Officer,,
801-69216,  Quadrant Capital Group LLC     ,Funds Manager, 403 Vine Street, Cincinnati, Ohio,45202, United States,  (513) 871-5500,http://www.qp-llc.com,5/28/08,3/20/15,Ohio,801-69216,6,Patrick Lafley,Managing Member/Chief Compliance Officer,John Williams,Managing Member,James Rogers,Managing Member
801-18403,  Weston Financial Group Inc     ,Funds Manager, 100 William St, Wellesley, Massachusetts,2481, United States,  (781) 235-7055,http://www.westonfinancial.net,2/11/83,3/20/15,Massachusetts,801-18403,31,Nicole Tremblay,"Chief Compliance Officer, Senior Vice President",Ronald Sugameli,"Secretary, Managing Director, Cio",Kerry Falco,"Managing Director, Treasurer"
801-54022,  Winston Capital Management LLC     ,Funds Manager, 3030 Clarendon Boulevard, Arlington, Virginia,22201, United States,  (703) 905-9555,http://www.winstonpartners.com,1/31/97,3/20/15,Virginia,801-54022,16,MARVIN BUSH,President/Director,JONATHAN SCANLON,Director/Vice-President,William Birchfield,Chief Financial Officer/Chief Operating Officer/Chief Compliance Officer/Treasurer/Secretary/Director
801-67811,  Archon Capital Management LLC     ,Funds Manager," 1301 5th Ave., Suite 3008", Seattle, Washington,  98101-2662 , United States,  (206) 436-3600,http://archoncapitalmanagement.com,4/19/07,3/20/15,Washington,801-67811,9,Constantinos Christofilis,Managing Member,Demetrios Christofilis,"Chief Operating Officer, Chief Compliance Officer",,
801-73293,"  Truffle Hound Capital, LLC     ",Funds Manager, 4905 Del Ray Avenue, Bethesda, Maryland,20814, United States,  (301) 789-2498,http://www.trufflehound.com,3/23/12,3/20/15,Delaware,801-73293,4,Stephen Bauer,Ceo &amp; Managing Member,Paul Froehlich,Chief Operating Officer &amp; Chief Compliance Officer,,
801-68732,  Frontfour Capital Group LLC     ,Funds Manager, 35 Mason Street, Greenwich, Connecticut,6830, United States,  (203) 274-9050,http://www.frontfourcapital.com,1/16/08,3/20/15,Delaware,801-68732,12,DAVID LORBER,Member of Frontfour Capital Group Llc,ZACHARY GEORGE,Member of Frontfour Capital Group Llc,STEPHEN LOUKAS,Member of Frontfour Capital Group Llc
801-73351,  Western Investment LLC     ,Funds Manager, PO Box 71279, Salt Lake City, Utah,841710279, United States,  (801) 942-7803,http://www.fixmyfund.com,3/21/12,3/20/15,Delaware,801-73351,3,Arthur Lipson,Principal,James Merchant,"Chief Compliance Officer, Cfo",,
801-77586,  BHC Fund Management LLC     ,Funds Manager, 263 Tresser Blvd., Stamford, Connecticut,6901, United States,  (203) 564-1979,http://www.bhcinterimfunding.com,1/30/13,3/20/15,Delaware,801-77586,5,Deane Driscoll,Managing Partner,David DiPaolo,Managing Partner,Andrew Shiftan,Managing Director
801-78724,  Everwest Advisors LLC     ,Funds Manager, 165 South Union Boulevard, Lakewood, Colorado,80228, United States,  (303) 986-2222,#,10/25/13,3/20/15,Delaware,801-78724,28,David Ramsay,Chief Compliance Officer,Richard Stone,Officer,Larry Lance,Officer
801-72930,"  Kildonan Castle Asset Management, L.P.     ",Funds Manager, 1540 Broadway Ste 1030, New York, New York,10036, United States,  (212) 356-7715,#,1/3/12,3/20/15,Delaware,801-72930,9,Srinivas Dhulipala,Chief Investment Officer/Limited Partner,Robert Hamilton,President/Limited Partner,Craig Leoce,Analyst/Trader/Limited Partner
801-72620,"  Sheffield Asset Management, L.L.C.     ",Funds Manager, 900 North Michigan Avenue, Chicago, Illinois,60611, United States,  (312) 506-6400,https://www.sheffieldmgmt.com,8/8/11,3/20/15,Delaware,801-72620,14,Brian Feltzin,Managing Member,Craig Albert,Member,Amy Rosenow,Chief Operating Officer; Chief Compliance Officer
801-73584,"  Sidus Investment Management, LLC     ",Funds Manager, 767 Third Avenue, New York, New York,10017, United States,  (212) 751-6644,http://sidusfunds.com/,3/23/12,3/20/15,Delaware,801-73584,6,Alfred Tobia,"Managing Member (Sidus Investment Management, Llc)",Michael Barone,"Managing Member (Sidus Investment Management, Llc)",Steven Millner,"Passive Owner (Sidus Iv Capital Management, Llc)"
801-55917,  MH Investment Management Inc     ,Funds Manager,,,,,,,#,10/5/98,3/20/15,New Jersey,801-55917,2,Harvey Merson,President/Chief Compliance Officer,Jeff Holcombe,Vice President,,
801-78084,  Sachem Head Capital Management LP     ,Funds Manager, 399 Park Ave, New York, New York,10022, United States,  (212) 714-3300,http://www.sachemhead.com,5/22/13,3/20/15,Delaware,801-78084,12,Scott Ferguson,Managing Partner and Portfolio Manager,Amit Malhotra,"Chief Operating Officer, Chief Financial Officer, and Chief Compliance Officer",,
801-60466,"  OMT Capital Management, LLC     ",Funds Manager, 555 Montgomery St, San Francisco, California,94111, United States,  (415) 296-8100,http://www.omtcapital.com,8/10/01,3/20/15,Delaware,801-60466,6,Thomas Henwood,Chief Investment Officer,Paul Sagara,"Chief Operations Officer, Chief Compliance Officer &amp; Sr Analyst",Josh Wilson,Portfolio Manager
801-65790,  Phoenix Investment Adviser LLC     ,Funds Manager, 420 Lexington Avenue, New York, New York,10170, United States,  (212) 359-6230,http://www.phoenixinvadv.com,1/24/06,3/20/15,Delaware,801-65790,22,Jeffrey Peskind,"Chief Executive Officer, Chief Investment Officer, Senior Managing Director",Robert Youree,"Chief Financial Officer, Managing Director",Michael Donoghue,"President, Managing Director"
801-25958,  Sasco Capital Inc     ,Funds Manager, 10 Sasco Hill Road, Fairfield, Connecticut,6824, United States,  (203) 254-6800,#,12/13/85,3/20/15,Connecticut,801-25958,9,Hoda Bibi,President &amp; Managing Director &amp; Chief Compliance Officer,Bruce Bottomley,Managing Director,Daniel Leary,Secretary &amp; Managing Director
801-60529,"  Jolley Asset Management, LLC     ",Funds Manager, 210 Bryant Street, Rocky Mount, North Carolina,27804, United States,  (252) 451-1450,https://www.jolleyasset.com,9/12/01,3/20/15,North Carolina,801-60529,3,Frank Jolley,"President, Managing Member, Chief Investment Officer",William Vogel,Member,Terry Sapp,Vice President - Chief Compliance Officer
801-71835,  Antipodean Advisors LLC     ,Funds Manager, 499 Park Ave., New York, New York,10022, United States,  (212) 339-5202,#,9/17/10,3/20/15,Delaware,801-71835,8,Eric Chen,Managing Member (Adviser),Kevin Johnson,Chief Financial Officer (Adviser),Salvatore Faia,Chief Compliance Officer
,"  Appomattox Advisory, Inc     ",Funds Manager, 623 5th Ave, New York, New York,10022, United States,  (212) 546-6940,http://www.appomattoxadvisory.com,,,,,9,,,,,,
801-702,"  St. Denis J. Villere &amp; Company, L.L.C.     ",Funds Manager," 601 Poydras Street, Suite 1808", New Orleans, Louisiana,  70130-6308 , United States,  (504) 525-0808,http://www.villere.com,11/1/40,3/20/15,Louisiana,801-702,5,George Villere,Member,st Denis Villere,Member,George Young,Chief Compliance Officer
801-33145,  Condor Capital Management     ,Funds Manager, 1973 Washington Valley Road, Martinsville, New Jersey,  08836-2053 , United States,  (732) 356-7323,http://www.condorcapital.com,11/14/88,3/20/15,New Jersey,801-33145,16,Kenneth Schapiro,President &amp; Director,Michael Walliser,Vice President and Chief Compliance Officer,,
801-60650,  Prescott Group Capital Management L.L.C.     ,Funds Manager, 1924 S. Utica, Tulsa, Oklahoma,74104, United States,  (918) 747-3412,http://prescottcapital.com,10/22/01,3/20/15,Oklahoma,801-60650,6,Jeffrey Watkins,Chief Compliance Officer,Phil Frohlich,Member,Jana Frohlich,Member
801-67853,"  DWM Asset Management, LLC     ",Funds Manager, 750 Washington Boulevard, Stamford, Connecticut,  06901-3702 , United States,  (203) 655-5453,http://www.dwmarkets.com,5/3/07,3/20/15,Connecticut,801-67853,25,Peter Johnson,"Partner, Manager (Relying Adviser)",J Swanson,Partner,Edward Marshall,Chief Compliance Officer
801-76943,"  Performa Limited (US), LLC     ",Funds Manager, 14 North Adgers Wharf, Charleston, South Carolina,29401, United States,  (843) 297-4940,http://www.performaltd.com,7/23/12,3/20/15,Delaware,801-76943,11,David Kilborn,"Managing Member, Chief Investment Officer &amp; President",Kathy Nicholl,Chief Compliance Officer,Jason Golder,Portfolio Manager
801-72965,"  Carne Capital, LLC     ",Funds Manager, The Times Building, Ardmore, Pennsylvania,19003, United States,  (610) 896-7600,http://www.carnecapital.com,12/21/11,3/20/15,Pennsylvania,801-72965,2,Francis Bonner,"Managing Member, President, Chief Investment Officer, Cco",,,,
801-73610,"  Oskie Capital Management, LLC     ",Funds Manager, 825 Third Avenue, New York, New York,10022, United States,  (646) 470-7279,http://oskiecapital.com/,3/30/12,3/20/15,Delaware,801-73610,6,Michael Fazzari,"Chief Financial Officer, Chief Compliance Officer",David Markowitz,"Managing Member, Chief Investment Officer",Clive Rowe,"Managing Member, Founding Partner"
801-79531,"  Mangrove Equity Partners, L.P.     ",Funds Manager, 101 South Franklin Street, Tampa, Florida,33602, United States,  (813) 868-4500,http://www.mangroveequity.com,4/10/14,3/20/15,Delaware,801-79531,11,Glenn Oken,Limited Partner,Edwin Young,Limited Partner,J. Reichert,"Limited Partner, Chief Compliance Officer"
